LowCC,VeryHighRC,HighMedDC,fewAuth,lowJR,New,astro-ph.EP,astro-ph.IM,physics.pop-ph,,,
VeryHighCC,VeryHighRC,VeryHighDC,hundredsAuths,lowJR,Newish,astro-ph.CO,,,,,
LowCC,HighMedRC,LowDC,fewAuth,lowMedJR,New,astro-ph.SR,,,,,
VeryHighCC,VeryHighRC,VeryHighDC,hundredsAuths,lowJR,Old,astro-ph.CO,,,,,
VeryHighCC,HighRC,HighDC,fewAuth,lowJR,VeryOld,astro-ph.IM,physics.comp-ph,stat.CO,,,
VeryHighCC,HighRC,HighDC,thousandsAuths,lowMedJR,Old,gr-qc,astro-ph.HE,,,,
VeryHighCC,HighRC,HighMedDC,tensAuths,lowJR,VeryOld,astro-ph.IM,,,,,
VeryHighCC,VeryHighRC,HighDC,hundredsAuths,lowJR,Newish,astro-ph.GA,astro-ph.IM,,,,
VeryHighCC,HighRC,HighDC,hundredsAuths,lowJR,Old,astro-ph.IM,,,,,
VeryHighCC,VeryHighRC,VeryHighDC,fewAuth,lowJR,VeryOld,astro-ph.GA,,,,,
HighCC,HighMedRC,HighMedDC,hundredsAuths,lowJR,New,astro-ph.GA,,,,,
VeryHighCC,HighMedRC,VeryHighDC,thousandsAuths,lowMedJR,Old,gr-qc,astro-ph.HE,,,,
VeryHighCC,VeryHighRC,VeryHighDC,tensAuths,lowJR,VeryOld,astro-ph.IM,,,,,
LowMedCC,LowMedRC,HighMedDC,hundredsAuths,lowJR,New,astro-ph.CO,,,,,
VeryHighCC,VeryHighRC,VeryHighDC,fewAuth,lowMedJR,VeryOld,astro-ph.SR,astro-ph.IM,,,,
VeryHighCC,HighMedRC,LowMedDC,hundredsAuths,lowJR,Newish,astro-ph.IM,,,,,
VeryHighCC,HighRC,VeryHighDC,tensAuths,lowMedJR,VeryOld,astro-ph.CO,,,,,
HighCC,HighRC,VeryHighDC,fewAuth,highMedJR,VeryOld,astro-ph.CO,,,,,
HighCC,VeryHighRC,VeryHighDC,fewAuth,highMedJR,VeryOld,astro-ph.CO,,,,,
VeryHighCC,HighRC,HighDC,hundredsAuths,lowJR,VeryOld,astro-ph.CO,,,,,
HighCC,VeryHighRC,HighDC,thousandsAuths,lowMedJR,Old,astro-ph.HE,gr-qc,,,,
HighCC,HighRC,VeryHighDC,hundredsAuths,lowMedJR,Newish,astro-ph.GA,astro-ph.HE,gr-qc,,,
VeryHighCC,HighMedRC,VeryHighDC,hundredsAuths,lowJR,Newish,astro-ph,,,,,
HighCC,HighMedRC,HighMedDC,hundredsAuths,lowJR,New,astro-ph.GA,,,,,
LowCC,LowMedRC,LowMedDC,thousandsAuths,lowJR,New,astro-ph.CO,astro-ph.GA,astro-ph.IM,,,
HighMedCC,HighMedRC,VeryHighDC,hundredsAuths,lowJR,Newish,astro-ph.IM,,,,,
LowMedCC,HighMedRC,HighMedDC,tensAuths,lowJR,Newish,astro-ph.SR,astro-ph.EP,,,,
HighCC,HighRC,VeryHighDC,tensAuths,lowJR,Old,astro-ph.GA,astro-ph.CO,,,,
HighCC,HighRC,VeryHighDC,fewAuth,highMedJR,VeryOld,astro-ph.GA,astro-ph.CO,,,,
HighCC,HighRC,HighDC,fewAuth,lowJR,VeryOld,astro-ph.SR,,,,,
HighCC,HighMedRC,HighMedDC,hundredsAuths,lowJR,Old,astro-ph.IM,astro-ph.EP,astro-ph.GA,astro-ph.SR,,
HighCC,HighRC,VeryHighDC,fewAuth,lowMedJR,VeryOld,astro-ph.SR,astro-ph.IM,,,,
VeryHighCC,HighMedRC,HighMedDC,tensAuths,lowMedJR,VeryOld,astro-ph.CO,,,,,
LowCC,LowMedRC,LowMedDC,hundredsAuths,lowJR,New,astro-ph.HE,,,,,
LowCC,LowMedRC,LowMedDC,tensAuths,veryHighJR,New,astro-ph.GA,,,,,
LowCC,LowMedRC,LowMedDC,hundredsAuths,lowJR,New,astro-ph.CO,,,,,
LowCC,LowMedRC,HighMedDC,hundredsAuths,lowMedJR,New,astro-ph.GA,astro-ph.CO,astro-ph.HE,,,
HighCC,LowMedRC,LowMedDC,tensAuths,lowJR,Old,astro-ph.IM,,,,,
HighMedCC,HighMedRC,HighMedDC,fewAuth,lowJR,New,astro-ph.SR,astro-ph.GA,,,,
LowMedCC,HighMedRC,VeryHighDC,fewAuth,highMedJR,Old,astro-ph.GA,,,,,
HighMedCC,LowMedRC,HighMedDC,tensAuths,lowMedJR,New,astro-ph.CO,,,,,
LowMedCC,HighMedRC,HighMedDC,hundredsAuths,lowMedJR,New,astro-ph.GA,astro-ph.IM,,,,
HighCC,LowMedRC,LowMedDC,hundredsAuths,lowJR,New,astro-ph.IM,,,,,
HighCC,HighMedRC,VeryHighDC,fewAuth,lowJR,Old,astro-ph.SR,,,,,
HighMedCC,HighRC,VeryHighDC,fewAuth,lowMedJR,VeryOld,astro-ph.SR,,,,,
HighCC,HighMedRC,HighMedDC,hundredsAuths,lowJR,VeryOld,astro-ph.CO,astro-ph.GA,,,,
HighCC,HighRC,VeryHighDC,fewAuth,highMedJR,VeryOld,astro-ph.CO,astro-ph.HE,,,,
HighCC,HighRC,HighDC,tensAuths,lowMedJR,Old,astro-ph.SR,,,,,
LowCC,LowMedRC,LowMedDC,hundredsAuths,lowJR,New,astro-ph.IM,astro-ph.EP,astro-ph.SR,,,
LowCC,LowMedRC,HighMedDC,tensAuths,lowJR,New,astro-ph.GA,astro-ph.CO,astro-ph.HE,,,
LowCC,LowMedRC,HighMedDC,tensAuths,lowJR,New,astro-ph.GA,astro-ph.CO,,,,
LowCC,LowMedRC,LowDC,fewAuth,lowJR,VeryOld,gr-qc,astro-ph.CO,hep-th,,,
HighCC,HighMedRC,HighMedDC,thousandsAuths,lowMedJR,Old,astro-ph.HE,gr-qc,,,,
LowMedCC,LowMedRC,HighMedDC,hundredsAuths,highMedJR,New,gr-qc,astro-ph.CO,astro-ph.GA,astro-ph.HE,astro-ph.IM,astro-ph.SR
LowCC,LowMedRC,LowMedDC,tensAuths,lowJR,New,astro-ph.GA,,,,,
LowMedCC,LowMedRC,HighMedDC,fewAuth,veryHighJR,New,astro-ph.GA,,,,,
LowCC,LowMedRC,LowDC,tensAuths,lowJR,New,astro-ph.EP,astro-ph.SR,,,,
HighCC,LowMedRC,LowMedDC,thousandsAuths,lowMedJR,New,gr-qc,astro-ph.HE,,,,
HighCC,HighMedRC,HighMedDC,tensAuths,lowJR,Old,astro-ph.CO,,,,,
HighMedCC,HighMedRC,VeryHighDC,tensAuths,lowMedJR,Newish,astro-ph.SR,astro-ph.EP,,,,
HighCC,HighMedRC,VeryHighDC,tensAuths,lowJR,Newish,astro-ph.CO,,,,,
HighCC,LowMedRC,LowMedDC,thousandsAuths,lowMedJR,Newish,astro-ph.HE,astro-ph.CO,gr-qc,,,
HighMedCC,HighMedRC,VeryHighDC,fewAuth,lowJR,Newish,astro-ph.GA,astro-ph.IM,,,,
HighMedCC,HighMedRC,VeryHighDC,fewAuth,lowJR,Newish,astro-ph.GA,astro-ph.CO,,,,
HighCC,HighMedRC,HighMedDC,tensAuths,highJR,VeryOld,astro-ph.HE,astro-ph.SR,cond-mat.quant-gas,gr-qc,,
HighMedCC,HighRC,VeryHighDC,tensAuths,lowJR,VeryOld,astro-ph.CO,,,,,
HighCC,HighMedRC,HighMedDC,fewAuth,veryHighJR,VeryOld,astro-ph.HE,gr-qc,hep-ex,nucl-ex,,
VeryHighCC,LowMedRC,LowMedDC,fewAuth,highJR,VeryOld,gr-qc,astro-ph,hep-th,,,
HighMedCC,HighMedRC,HighDC,fewAuth,highJR,VeryOld,astro-ph.SR,astro-ph.CO,,,,
HighMedCC,HighRC,VeryHighDC,fewAuth,lowJR,VeryOld,astro-ph.CO,,,,,
HighCC,LowMedRC,LowMedDC,hundredsAuths,lowJR,Old,astro-ph.IM,astro-ph.CO,,,,
HighMedCC,HighMedRC,HighDC,fewAuth,highMedJR,Old,astro-ph.GA,,,,,
LowCC,LowMedRC,LowMedDC,fewAuth,lowJR,New,astro-ph.GA,astro-ph.IM,,,,
LowCC,LowMedRC,LowMedDC,fewAuth,lowMedJR,New,astro-ph.EP,,,,,
LowCC,LowMedRC,LowMedDC,hundredsAuths,lowJR,New,astro-ph.CO,,,,,
HighMedCC,LowMedRC,LowMedDC,hundredsAuths,lowMedJR,New,astro-ph.HE,gr-qc,,,,
LowCC,LowMedRC,HighMedDC,tensAuths,lowJR,New,astro-ph.GA,astro-ph.CO,,,,
LowCC,LowMedRC,LowMedDC,hundredsAuths,lowJR,New,astro-ph.GA,astro-ph.SR,,,,
LowCC,LowMedRC,LowMedDC,tensAuths,veryHighJR,New,astro-ph.GA,astro-ph.CO,astro-ph.HE,,,
HighMedCC,HighRC,VeryHighDC,fewAuth,lowJR,VeryOld,astro-ph.CO,astro-ph.GA,,,,
HighMedCC,HighRC,HighDC,fewAuth,lowJR,VeryOld,astro-ph.CO,,,,,
HighCC,LowMedRC,LowMedDC,hundredsAuths,lowJR,Newish,astro-ph.CO,,,,,
LowCC,HighMedRC,HighMedDC,tensAuths,lowJR,Newish,astro-ph.GA,astro-ph.SR,,,,
HighMedCC,HighMedRC,VeryHighDC,fewAuth,lowJR,VeryOld,astro-ph.CO,,,,,
HighMedCC,HighMedRC,HighDC,fewAuth,highMedJR,VeryOld,astro-ph.GA,,,,,
HighMedCC,LowMedRC,HighMedDC,hundredsAuths,lowJR,Newish,astro-ph.IM,,,,,
HighMedCC,HighMedRC,VeryHighDC,tensAuths,lowMedJR,Newish,astro-ph.SR,astro-ph.HE,,,,
LowMedCC,HighMedRC,HighMedDC,fewAuth,highMedJR,Newish,astro-ph.GA,,,,,
HighCC,LowMedRC,LowMedDC,hundredsAuths,lowJR,Old,gr-qc,astro-ph.IM,physics.ins-det,,,
HighMedCC,HighMedRC,VeryHighDC,fewAuth,lowJR,Newish,astro-ph.GA,,,,,
HighMedCC,HighMedRC,VeryHighDC,tensAuths,lowMedJR,Newish,astro-ph.SR,,,,,
HighMedCC,HighMedRC,HighMedDC,tensAuths,lowJR,VeryOld,astro-ph.HE,astro-ph.CO,,,,
VeryHighCC,LowRC,LowDC,fewAuth,lowMedJR,VeryOld,gr-qc,astro-ph.CO,hep-ph,hep-th,,
HighMedCC,HighMedRC,VeryHighDC,fewAuth,lowJR,VeryOld,astro-ph.SR,,,,,
VeryHighCC,LowMedRC,LowMedDC,fewAuth,lowMedJR,VeryOld,astro-ph.CO,gr-qc,hep-th,,,
HighCC,HighMedRC,HighMedDC,hundredsAuths,lowJR,VeryOld,astro-ph.IM,,,,,
HighCC,HighMedRC,VeryHighDC,hundredsAuths,lowMedJR,Old,astro-ph.IM,astro-ph.GA,astro-ph.SR,,,
HighMedCC,HighMedRC,HighMedDC,fewAuth,lowMedJR,Old,astro-ph.SR,astro-ph.IM,,,,
HighMedCC,HighMedRC,VeryHighDC,tensAuths,lowJR,Old,astro-ph.EP,,,,,
LowCC,LowMedRC,LowMedDC,tensAuths,lowJR,New,astro-ph.GA,astro-ph.CO,,,,
LowMedCC,LowMedRC,HighMedDC,fewAuth,lowMedJR,New,astro-ph.GA,,,,,
LowCC,LowRC,LowMedDC,tensAuths,lowJR,New,astro-ph.GA,,,,,
LowMedCC,LowMedRC,HighMedDC,tensAuths,lowMedJR,New,astro-ph.GA,,,,,
LowCC,LowRC,LowDC,fewAuth,lowJR,New,astro-ph.HE,astro-ph.IM,gr-qc,,,
HighCC,LowMedRC,HighMedDC,fewAuth,lowJR,VeryOld,astro-ph.IM,,,,,
HighMedCC,HighMedRC,HighMedDC,hundredsAuths,lowMedJR,Newish,astro-ph.GA,astro-ph.CO,astro-ph.IM,,,
HighMedCC,LowMedRC,HighMedDC,fewAuth,lowJR,Newish,astro-ph.GA,,,,,
LowCC,LowMedRC,HighMedDC,tensAuths,lowMedJR,New,astro-ph.GA,astro-ph.CO,,,,
HighMedCC,HighMedRC,HighMedDC,tensAuths,lowJR,Old,astro-ph.IM,astro-ph.GA,,,,
HighMedCC,HighMedRC,VeryHighDC,fewAuth,lowMedJR,Old,astro-ph.SR,,,,,
HighMedCC,HighMedRC,HighMedDC,fewAuth,lowJR,Old,astro-ph.GA,,,,,
HighMedCC,HighMedRC,VeryHighDC,tensAuths,lowJR,Old,astro-ph.CO,astro-ph.GA,,,,
HighMedCC,LowMedRC,LowMedDC,tensAuths,lowJR,Old,astro-ph.GA,,,,,
HighMedCC,HighMedRC,HighMedDC,fewAuth,highMedJR,Old,astro-ph.CO,hep-ph,,,,
LowMedCC,HighMedRC,VeryHighDC,fewAuth,lowMedJR,Newish,astro-ph.IM,,,,,
HighMedCC,HighMedRC,VeryHighDC,fewAuth,lowJR,Old,astro-ph.GA,,,,,
LowCC,LowMedRC,HighMedDC,hundredsAuths,lowJR,New,astro-ph.CO,astro-ph.IM,,,,
HighMedCC,HighMedRC,VeryHighDC,fewAuth,lowJR,VeryOld,astro-ph.CO,,,,,
HighMedCC,HighMedRC,VeryHighDC,tensAuths,lowJR,Old,astro-ph.GA,,,,,
HighMedCC,HighMedRC,HighDC,fewAuth,lowJR,VeryOld,astro-ph.SR,,,,,
HighMedCC,HighMedRC,VeryHighDC,fewAuth,lowMedJR,VeryOld,astro-ph.GA,astro-ph.CO,,,,
HighCC,HighMedRC,HighMedDC,tensAuths,lowMedJR,VeryOld,astro-ph.CO,,,,,
HighCC,LowRC,LowDC,fewAuth,highMedJR,VeryOld,gr-qc,astro-ph.CO,hep-ph,hep-th,,
HighMedCC,HighMedRC,HighDC,tensAuths,lowJR,VeryOld,astro-ph.GA,astro-ph.CO,,,,
HighCC,LowMedRC,LowMedDC,hundredsAuths,lowMedJR,Old,gr-qc,astro-ph.HE,,,,
HighMedCC,HighMedRC,VeryHighDC,fewAuth,highMedJR,Old,astro-ph.GA,,,,,
HighMedCC,LowMedRC,LowMedDC,fewAuth,lowJR,Newish,astro-ph.IM,stat.CO,,,,
LowCC,LowRC,LowMedDC,tensAuths,lowJR,New,astro-ph.GA,,,,,
LowCC,LowMedRC,LowMedDC,fewAuth,lowJR,New,astro-ph.EP,astro-ph.SR,,,,
LowCC,LowMedRC,LowMedDC,fewAuth,lowJR,New,astro-ph.GA,,,,,
LowCC,LowMedRC,LowMedDC,tensAuths,lowMedJR,New,astro-ph.SR,astro-ph.EP,astro-ph.GA,,,
LowCC,LowMedRC,HighMedDC,fewAuth,lowJR,New,astro-ph.SR,astro-ph.EP,astro-ph.GA,,,
LowCC,LowRC,LowDC,fewAuth,lowJR,New,astro-ph.GA,,,,,
LowCC,LowRC,LowDC,tensAuths,lowJR,New,astro-ph.CO,astro-ph.GA,,,,
HighMedCC,HighMedRC,VeryHighDC,tensAuths,lowJR,VeryOld,astro-ph.IM,astro-ph.HE,,,,
HighMedCC,LowMedRC,LowMedDC,thousandsAuths,lowMedJR,New,astro-ph.HE,gr-qc,,,,
HighMedCC,HighMedRC,VeryHighDC,fewAuth,lowMedJR,VeryOld,astro-ph.SR,,,,,
HighMedCC,HighMedRC,HighMedDC,hundredsAuths,lowMedJR,VeryOld,astro-ph.CO,,,,,
LowMedCC,LowMedRC,HighMedDC,fewAuth,lowMedJR,Newish,astro-ph.IM,physics.comp-ph,,,,
HighMedCC,HighMedRC,HighMedDC,tensAuths,lowJR,Newish,astro-ph.IM,,,,,
LowMedCC,HighMedRC,VeryHighDC,hundredsAuths,lowJR,Newish,astro-ph.SR,astro-ph.GA,,,,
HighMedCC,HighMedRC,HighMedDC,fewAuth,lowJR,Old,astro-ph.SR,,,,,
HighMedCC,HighMedRC,HighMedDC,hundredsAuths,lowMedJR,VeryOld,astro-ph.CO,,,,,
HighMedCC,HighMedRC,HighDC,tensAuths,lowMedJR,VeryOld,astro-ph.CO,,,,,
LowMedCC,LowMedRC,LowMedDC,hundredsAuths,lowMedJR,New,astro-ph.CO,hep-ph,,,,
LowCC,LowMedRC,HighMedDC,tensAuths,lowMedJR,New,astro-ph.EP,,,,,
HighMedCC,LowMedRC,LowMedDC,hundredsAuths,lowJR,Newish,astro-ph.CO,,,,,
HighMedCC,HighMedRC,HighMedDC,fewAuth,lowJR,Newish,astro-ph.SR,astro-ph.GA,astro-ph.IM,,,
HighMedCC,HighMedRC,VeryHighDC,tensAuths,veryHighJR,Old,astro-ph.EP,,,,,
HighMedCC,HighMedRC,HighMedDC,fewAuth,lowJR,Old,astro-ph.SR,astro-ph.IM,,,,
LowMedCC,LowMedRC,HighMedDC,fewAuth,highMedJR,Old,astro-ph.HE,,,,,
LowMedCC,LowMedRC,HighMedDC,fewAuth,highMedJR,Newish,astro-ph.HE,,,,,
LowMedCC,LowMedRC,HighMedDC,fewAuth,lowJR,Newish,astro-ph.GA,astro-ph.CO,,,,
HighMedCC,HighMedRC,VeryHighDC,tensAuths,lowJR,Newish,astro-ph.GA,astro-ph.CO,astro-ph.IM,,,
HighMedCC,LowMedRC,HighMedDC,hundredsAuths,lowMedJR,Newish,astro-ph.GA,astro-ph.IM,gr-qc,,,
LowMedCC,HighMedRC,VeryHighDC,fewAuth,lowJR,Old,astro-ph.GA,astro-ph.CO,,,,
LowMedCC,HighMedRC,VeryHighDC,fewAuth,highMedJR,VeryOld,astro-ph.CO,,,,,
HighMedCC,HighMedRC,HighMedDC,hundredsAuths,lowJR,Old,astro-ph.IM,,,,,
HighMedCC,HighMedRC,HighMedDC,hundredsAuths,lowJR,VeryOld,astro-ph.CO,,,,,
HighCC,LowRC,LowMedDC,fewAuth,lowMedJR,VeryOld,gr-qc,astro-ph.CO,hep-th,,,
HighMedCC,HighMedRC,VeryHighDC,fewAuth,lowJR,VeryOld,astro-ph.EP,,,,,
HighMedCC,HighMedRC,VeryHighDC,fewAuth,highMedJR,VeryOld,astro-ph.HE,,,,,
HighMedCC,HighMedRC,VeryHighDC,fewAuth,highMedJR,VeryOld,astro-ph.SR,,,,,
HighMedCC,HighMedRC,VeryHighDC,fewAuth,highMedJR,VeryOld,astro-ph.GA,astro-ph.CO,astro-ph.HE,,,
HighMedCC,HighMedRC,HighMedDC,fewAuth,lowMedJR,Old,astro-ph.GA,astro-ph.IM,,,,
HighMedCC,LowMedRC,LowMedDC,tensAuths,lowJR,Newish,astro-ph.GA,astro-ph.CO,astro-ph.IM,,,
HighMedCC,LowMedRC,HighMedDC,fewAuth,lowJR,Newish,astro-ph.GA,astro-ph.CO,,,,
HighMedCC,LowMedRC,HighMedDC,fewAuth,lowJR,Newish,astro-ph.GA,astro-ph.CO,,,,
LowCC,LowMedRC,HighMedDC,fewAuth,lowJR,New,astro-ph.GA,,,,,
LowCC,LowRC,LowMedDC,fewAuth,highMedJR,New,astro-ph.GA,,,,,
LowCC,LowMedRC,LowMedDC,tensAuths,lowJR,New,astro-ph.CO,astro-ph.GA,,,,
LowCC,LowRC,LowMedDC,fewAuth,lowJR,New,astro-ph.GA,astro-ph.SR,,,,
LowMedCC,LowMedRC,HighMedDC,fewAuth,lowJR,Newish,astro-ph.GA,astro-ph.HE,astro-ph.SR,,,
LowCC,LowMedRC,LowMedDC,tensAuths,lowMedJR,New,astro-ph.GA,,,,,
LowCC,LowRC,LowDC,hundredsAuths,lowJR,New,astro-ph.CO,,,,,
LowCC,LowMedRC,LowMedDC,tensAuths,lowMedJR,New,astro-ph.GA,,,,,
LowCC,LowMedRC,LowMedDC,tensAuths,veryHighJR,New,astro-ph.HE,astro-ph.CO,,,,
LowCC,LowRC,LowMedDC,tensAuths,lowJR,New,astro-ph.GA,,,,,
LowCC,LowRC,LowMedDC,tensAuths,lowJR,New,astro-ph.GA,astro-ph.CO,astro-ph.HE,,,
LowCC,LowRC,LowMedDC,tensAuths,lowJR,New,astro-ph.CO,astro-ph.HE,,,,
LowCC,LowMedRC,LowMedDC,tensAuths,lowJR,New,astro-ph.GA,,,,,
LowCC,LowRC,LowMedDC,tensAuths,lowMedJR,New,astro-ph.GA,,,,,
LowCC,LowRC,LowDC,fewAuth,lowJR,New,astro-ph.CO,,,,,
LowCC,LowMedRC,HighMedDC,tensAuths,lowMedJR,Newish,astro-ph.GA,astro-ph.CO,,,,
LowCC,LowRC,LowMedDC,hundredsAuths,lowJR,New,astro-ph.CO,,,,,
HighMedCC,HighMedRC,HighMedDC,fewAuth,lowJR,VeryOld,astro-ph.GA,,,,,
HighMedCC,HighMedRC,VeryHighDC,fewAuth,lowJR,VeryOld,astro-ph.CO,,,,,
HighCC,LowMedRC,HighMedDC,tensAuths,lowJR,VeryOld,astro-ph.IM,,,,,
HighMedCC,HighMedRC,HighMedDC,hundredsAuths,lowJR,VeryOld,astro-ph.IM,,,,,
HighMedCC,LowMedRC,LowMedDC,fewAuth,lowJR,Newish,astro-ph.GA,astro-ph.CO,,,,
LowMedCC,LowMedRC,HighMedDC,fewAuth,highMedJR,Newish,astro-ph.GA,astro-ph.CO,,,,
LowMedCC,LowMedRC,HighMedDC,fewAuth,lowJR,New,astro-ph.SR,astro-ph.EP,,,,
HighMedCC,HighMedRC,HighMedDC,tensAuths,lowJR,VeryOld,astro-ph.CO,,,,,
HighMedCC,LowMedRC,LowMedDC,tensAuths,lowJR,Old,astro-ph.IM,,,,,
LowMedCC,LowMedRC,HighMedDC,fewAuth,lowJR,VeryOld,astro-ph.EP,astro-ph.IM,math.DS,physics.comp-ph,,
LowMedCC,LowMedRC,HighMedDC,fewAuth,lowMedJR,New,astro-ph.GA,astro-ph.IM,,,,
HighMedCC,LowMedRC,LowMedDC,thousandsAuths,lowMedJR,New,gr-qc,astro-ph.HE,,,,
LowMedCC,LowMedRC,HighMedDC,tensAuths,lowJR,Newish,astro-ph.GA,,,,,
HighCC,LowMedRC,LowMedDC,hundredsAuths,lowJR,Old,astro-ph.CO,,,,,
HighMedCC,HighMedRC,VeryHighDC,fewAuth,lowJR,VeryOld,astro-ph.CO,astro-ph.GA,,,,
HighMedCC,LowMedRC,HighMedDC,hundredsAuths,lowMedJR,Newish,astro-ph.HE,,,,,
LowCC,HighMedRC,HighMedDC,fewAuth,lowJR,Old,astro-ph.EP,astro-ph.SR,,,,
HighMedCC,HighMedRC,HighMedDC,thousandsAuths,veryHighJR,Old,astro-ph.CO,,,,,
LowMedCC,LowMedRC,HighMedDC,fewAuth,highMedJR,Newish,astro-ph.GA,,,,,
HighMedCC,LowMedRC,HighMedDC,fewAuth,lowJR,Newish,astro-ph.CO,astro-ph.GA,,,,
HighMedCC,LowMedRC,HighMedDC,fewAuth,lowJR,Old,astro-ph.GA,,,,,
HighMedCC,LowMedRC,HighMedDC,fewAuth,veryHighJR,Newish,astro-ph.GA,,,,,
LowMedCC,HighMedRC,HighMedDC,tensAuths,lowJR,Newish,astro-ph.GA,,,,,
LowMedCC,LowMedRC,HighMedDC,fewAuth,highMedJR,Newish,astro-ph.GA,astro-ph.CO,,,,
HighMedCC,HighMedRC,VeryHighDC,tensAuths,lowMedJR,Old,astro-ph.SR,,,,,
HighCC,LowMedRC,LowMedDC,fewAuth,highMedJR,VeryOld,gr-qc,astro-ph.CO,hep-th,,,
HighMedCC,HighMedRC,VeryHighDC,fewAuth,highMedJR,VeryOld,astro-ph.GA,astro-ph.SR,,,,
HighMedCC,HighMedRC,HighDC,fewAuth,highMedJR,VeryOld,astro-ph.SR,astro-ph.GA,,,,
HighMedCC,HighMedRC,HighMedDC,tensAuths,lowJR,VeryOld,astro-ph.IM,astro-ph.EP,,,,
HighCC,LowMedRC,LowMedDC,fewAuth,lowJR,VeryOld,astro-ph.CO,,,,,
HighMedCC,LowMedRC,VeryHighDC,fewAuth,lowJR,Old,astro-ph.HE,astro-ph.SR,,,,
HighMedCC,HighMedRC,HighMedDC,hundredsAuths,lowJR,Old,astro-ph.GA,,,,,
LowCC,LowRC,LowDC,fewAuth,lowJR,New,astro-ph.GA,,,,,
HighCC,LowMedRC,LowMedDC,thousandsAuths,lowMedJR,Newish,gr-qc,astro-ph.HE,,,,
LowMedCC,LowMedRC,HighMedDC,fewAuth,highMedJR,Newish,astro-ph.GA,,,,,
HighMedCC,LowMedRC,LowMedDC,fewAuth,lowJR,New,astro-ph.CO,astro-ph.GA,gr-qc,hep-ph,,
HighMedCC,LowMedRC,HighMedDC,tensAuths,lowJR,New,astro-ph.CO,,,,,
LowMedCC,LowMedRC,HighMedDC,tensAuths,lowJR,New,astro-ph.HE,astro-ph.IM,,,,
LowCC,LowRC,LowMedDC,tensAuths,lowJR,New,astro-ph.GA,astro-ph.IM,,,,
LowCC,LowMedRC,LowMedDC,tensAuths,lowJR,New,astro-ph.SR,astro-ph.GA,,,,
LowCC,LowMedRC,LowMedDC,hundredsAuths,lowMedJR,New,astro-ph.HE,hep-ph,,,,
LowCC,LowRC,LowDC,tensAuths,veryHighJR,New,astro-ph.HE,astro-ph.CO,astro-ph.GA,astro-ph.SR,,
LowCC,LowRC,LowDC,tensAuths,veryHighJR,New,astro-ph.GA,,,,,
LowMedCC,LowRC,LowDC,tensAuths,lowJR,New,astro-ph.HE,astro-ph.CO,astro-ph.GA,,,
HighMedCC,LowMedRC,HighMedDC,tensAuths,lowJR,New,astro-ph.IM,,,,,
LowCC,LowRC,LowMedDC,tensAuths,lowJR,New,astro-ph.GA,,,,,
LowCC,LowMedRC,LowMedDC,tensAuths,lowJR,New,astro-ph.GA,,,,,
LowCC,LowRC,LowMedDC,tensAuths,veryHighJR,New,astro-ph.GA,,,,,
LowCC,LowRC,LowDC,tensAuths,lowMedJR,New,astro-ph.EP,astro-ph.SR,,,,
LowCC,LowRC,LowMedDC,tensAuths,lowJR,New,astro-ph.GA,,,,,
LowCC,LowMedRC,LowMedDC,tensAuths,lowJR,New,astro-ph.GA,astro-ph.CO,,,,
LowCC,LowRC,LowMedDC,tensAuths,lowJR,New,astro-ph.GA,astro-ph.CO,,,,
LowCC,LowRC,LowMedDC,tensAuths,lowJR,New,astro-ph.GA,,,,,
LowCC,LowRC,LowDC,tensAuths,lowJR,New,astro-ph.CO,,,,,
