doi,num_authors,num_pages,year,categories
10.1016/j.icarus.2012.11.018,1,27,2011,"['astro-ph.SR', 'astro-ph.CO', 'astro-ph.EP', 'astro-ph.GA']"
10.1051/0004-6361/201118646,20,21,2012,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.IM', 'astro-ph.SR']"
10.1007/s11214-017-0395-z,6,59,2017,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.IM', 'astro-ph.SR']"
10.1017/S1743921317002496,8,8,2017,"['astro-ph.SR', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.IM']"
10.1088/1742-6596/1225/1/012019,1,8,2019,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR']"
10.3847/1538-4357/ab5186,2,25,2019,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.IM', 'astro-ph.SR']"
10.1017/pas.2013.009,61,32,2013,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR']"
10.3847/1538-4365/ac00b3,135,29,2021,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR']"
10.1093/mnras/stad557,215,41,2023,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR']"
10.1088/0067-0049/186/2/308,5,56,2009,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR']"
10.1007/978-94-007-5612-0_3,2,34,2011,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.IM', 'astro-ph.SR']"
10.1111/j.1365-2966.2011.19054.x,33,27,2011,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR']"
10.1086/674875,2,20,2014,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR']"
10.1016/j.jcp.2016.06.053,3,23,2016,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR']"
10.1093/mnras/stx727,19,15,2017,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.IM', 'astro-ph.SR']"
10.3847/1538-4357/aa71aa,4,20,2017,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.IM', 'astro-ph.SR']"
10.3847/1538-4365/aae9f0,202,30,2019,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR']"
10.1093/pasj/psz103,65,26,2019,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR']"
10.1093/mnras/stab1835,28,27,2021,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.IM', 'astro-ph.SR']"
10.1093/mnras/stac2748,7,15,2022,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.IM', 'astro-ph.SR']"
10.3847/1538-4357/ad642c,6,17,2024,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.IM', 'astro-ph.SR']"
10.1093/pasj/psw053,6,22,2016,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.SR', 'physics.comp-ph']"
10.1088/1538-3873/ab3e18,1,26,2019,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.SR', 'physics.soc-ph']"
10.5802/crphys.204,1,28,2024,"['astro-ph.SR', 'astro-ph.EP', 'astro-ph.HE', 'astro-ph.IM', 'physics.plasm-ph']"
10.1007/JHEP10(2022)186,2,34,2022,"['hep-ph', 'astro-ph.CO', 'astro-ph.EP', 'astro-ph.HE', 'astro-ph.IM']"
10.3847/1538-3881/ad779a,6,15,2024,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.EP', 'astro-ph.HE', 'physics.ins-det']"
10.1088/0004-637X/801/2/120,5,7,2015,"['astro-ph.GA', 'astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR', 'physics.chem-ph']"
10.1093/mnras/stab1296,3,7,2021,"['physics.comp-ph', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.IM', 'astro-ph.SR']"
10.1017/S147355042100032X,1,17,2021,"['astro-ph.EP', 'astro-ph.GA', 'astro-ph.IM', 'astro-ph.SR', 'physics.pop-ph']"
10.1038/s41550-022-01671-6,3,21,2022,"['astro-ph.EP', 'astro-ph.GA', 'astro-ph.IM', 'astro-ph.SR', 'cs.LG']"
10.1093/mnras/stac2232,3,16,2022,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.SR', 'physics.ao-ph']"
10.1103/PhysRevD.105.044012,2,28,2021,"['gr-qc', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.IM', 'astro-ph.SR']"
10.1093/mnras/stac2130,2,12,2022,"['astro-ph.EP', 'astro-ph.GA', 'astro-ph.IM', 'astro-ph.SR', 'gr-qc']"
10.3847/1538-4357/ac7724,3,23,2022,"['astro-ph.EP', 'astro-ph.GA', 'astro-ph.IM', 'astro-ph.SR', 'physics.optics']"
10.1051/0004-6361/202243972,8,11,2022,"['astro-ph.GA', 'astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR', 'gr-qc']"
10.3847/1538-4357/acaf4f,2,26,2022,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.SR', 'gr-qc']"
10.3847/1538-4357/acd698,4,15,2023,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.SR', 'physics.comp-ph']"
10.1051/0004-6361/202347354,1,7,2023,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.SR', 'stat.ML']"
10.1093/mnras/staa106,4,15,2020,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.EP', 'astro-ph.SR', 'stat.AP']"
10.1093/mnras/staa110,4,15,2020,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.EP', 'astro-ph.SR', 'stat.AP']"
10.1093/mnras/stae922,27,43,2024,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.EP', 'astro-ph.GA', 'cs.DC']"
10.1093/mnras/stv2180,2,35,2015,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR', 'physics.flu-dyn']"
10.3847/1538-4357/accf90,2,16,2023,"['astro-ph.SR', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.IM', 'gr-qc']"
10.1093/mnras/stu1378,23,17,2014,"['astro-ph.HE', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR']"
10.1051/0004-6361/201628765,10,18,2016,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.HE', 'astro-ph.SR']"
10.1088/1475-7516/2017/08/015,4,37,2017,"['astro-ph.HE', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR']"
10.3847/1538-4357/ab9b78,8,11,2021,"['astro-ph.HE', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR']"
10.1051/0004-6361/202243605,7,27,2022,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.HE', 'astro-ph.SR']"
10.1093/mnrasl/slac149,4,7,2022,"['astro-ph.HE', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR']"
10.1093/mnras/stac2384,4,21,2022,"['astro-ph.HE', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR']"
10.1111/j.1365-2966.2009.15990.x,5,16,2009,"['astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
10.1051/0004-6361/201116614,6,11,2011,"['astro-ph.SR', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE']"
10.1111/j.1365-2966.2012.20593.x,3,16,2012,"['astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
10.1088/2041-8205/751/2/L34,2,13,2012,"['astro-ph.SR', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE']"
10.1093/mnras/stt017,6,17,2013,"['astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
10.1051/0004-6361/201118666,6,10,2012,"['astro-ph.SR', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE']"
10.1017/S1743921314004657,28,29,2013,"['astro-ph.SR', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE']"
10.1007/978-3-319-09596-7,1,8,2014,"['astro-ph.SR', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE']"
10.1088/2041-8205/793/2/L22,10,6,2014,"['astro-ph.SR', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE']"
10.1093/mnras/stv789,1,16,2015,"['astro-ph.HE', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR']"
10.3847/0004-637X/823/2/147,17,13,2016,"['astro-ph.SR', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE']"
10.1093/mnras/stac1100,5,19,2021,"['astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
10.3847/1538-4357/ac415e,3,15,2021,"['astro-ph.HE', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR']"
10.3847/2041-8213/adb151,4,12,2025,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.HE', 'astro-ph.SR']"
10.1111/j.1365-2966.2012.20578.x,3,34,2012,"['astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
10.1038/nature10529,3,14,2011,"['astro-ph.SR', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE']"
10.1007/s10509-011-0636-7,1,6,2011,"['astro-ph.SR', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE']"
10.1111/j.1365-2966.2012.20984.x,4,20,2012,"['astro-ph.SR', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE']"
10.1017/S1743921312012641,1,5,2012,"['astro-ph.SR', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE']"
10.1051/0004-6361/201220741,3,4,2013,"['astro-ph.SR', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE']"
10.1051/0004-6361/201322369,3,4,2013,"['astro-ph.SR', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE']"
10.1093/mnras/stu907,6,19,2014,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.HE', 'astro-ph.SR']"
10.1088/0004-637X/806/1/106,3,11,2015,"['astro-ph.HE', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR']"
10.1007/978-3-319-09596-7_4,1,36,2014,"['astro-ph.SR', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE']"
10.1088/0004-637X/792/1/19,2,8,2014,"['astro-ph.HE', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR']"
10.1088/0004-637X/802/1/13,5,46,2015,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.HE', 'astro-ph.SR']"
10.3847/1538-4357/836/2/157,42,48,2017,"['astro-ph.SR', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE']"
10.3847/2041-8213/aa7412,5,5,2017,"['astro-ph.SR', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE']"
10.1051/0004-6361/201629906,13,21,2017,"['astro-ph.SR', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE']"
10.1051/0004-6361/201731902,1,5,2017,"['astro-ph.SR', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE']"
10.1051/0004-6361/201731923,10,18,2017,"['astro-ph.SR', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE']"
10.1093/mnras/sty1613,2,9,2018,"['astro-ph.HE', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR']"
10.1093/mnras/stz3190,6,15,2019,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.HE', 'astro-ph.SR']"
10.1093/mnras/stab842,4,9,2021,"['astro-ph.HE', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR']"
10.3847/1538-4357/abfaf9,5,14,2021,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.HE', 'astro-ph.SR']"
10.1093/mnras/stab3458,5,8,2022,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.HE', 'astro-ph.SR']"
10.1017/S1743921322000631,4,6,2022,"['astro-ph.SR', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE']"
10.1051/0004-6361/201321906,4,24,2013,"['astro-ph.SR', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE']"
10.1093/mnras/stx2123,4,16,2017,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.HE', 'astro-ph.SR']"
10.1093/mnras/stz1382,7,14,2019,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.HE', 'astro-ph.SR']"
10.1093/mnras/stab280,5,14,2021,"['astro-ph.HE', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR']"
10.1093/mnras/stac176,2,11,2022,"['astro-ph.HE', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR']"
10.1051/0004-6361/202141568,10,16,2021,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.HE', 'astro-ph.SR']"
10.3847/1538-4357/ac86c7,11,21,2022,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.HE', 'astro-ph.SR']"
10.1051/0004-6361/202243810,109,12,2022,"['astro-ph.HE', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR']"
10.1093/mnras/stad1860,8,19,2024,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.HE', 'astro-ph.SR']"
10.1051/0004-6361/202346395,18,16,2023,"['astro-ph.SR', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE']"
10.1051/0004-6361/202451788,2,20,2024,"['astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
10.1126/science.abi9232,7,33,2022,"['astro-ph.SR', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.HE', 'physics.atom-ph']"
10.1093/mnras/stab2403,2,10,2021,"['astro-ph.HE', 'astro-ph.GA', 'astro-ph.IM', 'astro-ph.SR', 'physics.plasm-ph']"
10.1016/j.newar.2022.101661,2,37,2020,"['astro-ph.HE', 'astro-ph.GA', 'astro-ph.IM', 'astro-ph.SR', 'physics.plasm-ph']"
10.1017/S0022377822000940,8,16,2022,"['physics.plasm-ph', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.IM', 'astro-ph.SR']"
10.1038/s41550-024-02338-0,5,20,2024,"['astro-ph.HE', 'astro-ph.GA', 'astro-ph.IM', 'astro-ph.SR', 'gr-qc']"
10.1103/PhysRevD.107.043012,3,13,2024,"['astro-ph.HE', 'astro-ph.CO', 'astro-ph.EP', 'astro-ph.SR', 'hep-ph']"
10.1093/mnras/sts360,2,25,2013,"['astro-ph.HE', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.IM', 'gr-qc']"
10.3847/2041-8213/acda88,91,67,2023,"['astro-ph.HE', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.IM', 'gr-qc']"
10.1093/mnras/stu1717,19,13,2014,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.HE', 'astro-ph.IM', 'gr-qc']"
10.1103/PhysRevD.98.043009,4,23,2018,"['astro-ph.HE', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.IM', 'hep-ph']"
10.1007/s10686-021-09729-5,30,20,2019,"['astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.IM', 'gr-qc']"
10.1103/PhysRevD.104.063518,2,12,2021,"['astro-ph.HE', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.IM', 'gr-qc']"
10.1103/PhysRevD.107.023022,12,27,2023,"['astro-ph.HE', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.IM', 'hep-ph']"
10.3847/1538-4357/acd116,5,22,2023,"['astro-ph.HE', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.IM', 'hep-ph']"
10.1093/mnras/stad976,4,12,2023,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.HE', 'astro-ph.IM', 'physics.plasm-ph']"
10.1093/mnras/stae2605,5,11,2024,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.HE', 'astro-ph.IM', 'gr-qc']"
10.1093/mnras/stv1427,5,10,2015,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.EP', 'astro-ph.SR', 'physics.comp-ph']"
10.1093/mnras/stv2745,2,17,2015,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.EP', 'astro-ph.SR', 'physics.flu-dyn']"
10.1093/mnras/stw1578,1,12,2017,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR', 'physics.flu-dyn']"
10.18727/0722-6691/5242,3,9,2021,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR', 'cs.DL']"
10.1088/0004-637X/763/1/51,2,23,2012,"['astro-ph.SR', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.IM', 'physics.data-an']"
10.1093/acprof:oso/9780199694587.001.0001,1,28,2011,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.HE', 'stat.AP']"
10.1117/12.2057031,5,9,2014,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.HE']"
10.1103/PhysRevLett.114.165001,74,6,2015,"['astro-ph.HE', 'astro-ph.EP', 'astro-ph.IM']"
10.1088/1742-6596/1181/1/012068,9,7,2019,"['astro-ph.HE', 'astro-ph.EP', 'astro-ph.IM', 'physics.space-ph']"
10.3847/1538-4357/ab7dc7,2,22,2020,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.HE', 'physics.space-ph']"
10.3847/1538-3881/ac00ac,6,9,2021,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.HE']"
10.1038/s41598-021-92162-7,9,21,2021,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.HE', 'physics.space-ph']"
10.21105/astro.1708.00605,2,8,2018,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.HE', 'physics.data-an']"
10.1093/mnras/stab1156,4,11,2021,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.HE']"
10.3390/universe8110561,28,16,2022,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.HE']"
10.3389/feart.2020.590295,3,16,2020,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.HE']"
10.5194/amt-15-3141-2022,11,31,2022,"['astro-ph.EP', 'astro-ph.HE', 'astro-ph.IM']"
10.1017/S1743921322001818,2,6,2022,"['astro-ph.HE', 'astro-ph.EP', 'astro-ph.IM']"
10.1051/0004-6361/202245808,5,17,2023,"['astro-ph.EP', 'astro-ph.HE', 'astro-ph.IM']"
10.3390/universe10080310,5,13,2024,"['astro-ph.HE', 'astro-ph.EP', 'astro-ph.IM']"
10.1051/0004-6361/200811555,8,15,2009,"['astro-ph.SR', 'astro-ph.EP', 'astro-ph.IM']"
10.1051/0004-6361/200911885,33,5,2009,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.SR']"
10.1111/j.1365-2966.2009.15052.x,2,16,2009,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.SR']"
10.1051/0004-6361/200912098,10,8,2009,"['astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
10.1051/0004-6361/200912355,5,16,2010,"['astro-ph.SR', 'astro-ph.EP', 'astro-ph.IM']"
10.1088/0004-637X/712/1/421,20,9,2010,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.SR']"
10.1111/j.1365-2966.2010.17051.x,1,10,2010,"['astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
10.1088/0067-0049/189/1/156,3,58,2010,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.SR']"
10.1088/0004-637X/716/2/1551,17,32,2010,"['astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
10.1088/0004-6256/140/5/1370,3,20,2010,"['astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
10.1088/0004-6256/141/1/3,3,29,2010,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.SR']"
10.1016/j.icarus.2011.02.004,6,12,2011,"['astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
10.1103/PhysRevD.84.042002,5,24,2010,"['astro-ph.SR', 'astro-ph.EP', 'astro-ph.IM']"
10.1088/0004-637X/729/2/128,12,27,2011,"['astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
10.1088/2041-8205/731/2/L31,1,5,2011,"['astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
10.1086/660818,7,35,2011,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.SR']"
10.1088/2041-8205/736/2/L25,2,8,2011,"['astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
10.1088/2041-8205/736/2/L33,6,6,2011,"['astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
10.1088/0004-637X/740/2/93,3,46,2011,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.SR']"
10.1051/0004-6361/201117699,5,9,2011,"['astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
10.1051/0004-6361/201117719,13,11,2011,"['astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
10.1007/s10686-011-9282-x,3,10,2011,"['astro-ph.SR', 'astro-ph.EP', 'astro-ph.IM']"
10.1051/0004-6361/201117561,13,18,2012,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.SR']"
10.1088/0004-637X/753/2/171,18,10,2012,"['astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
10.1088/0067-0049/200/2/15,2,40,2012,"['astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
10.1007/s00159-012-0052-1,13,83,2012,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.SR']"
10.1088/2041-8205/755/2/L34,5,7,2012,"['astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
10.1086/669529,24,25,2012,"['astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
10.1051/0004-6361/201219236,3,16,2012,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.SR']"
10.1088/0004-637X/757/1/28,11,19,2012,"['astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
10.1051/0004-6361/201219115,3,9,2012,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.SR']"
10.1117/12.926214,19,11,2012,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.SR']"
10.1007/978-3-642-33380-4_3,2,25,2012,"['astro-ph.SR', 'astro-ph.EP', 'astro-ph.IM']"
10.1111/j.1365-2966.2012.22124.x,1,30,2012,"['astro-ph.SR', 'astro-ph.EP', 'astro-ph.IM']"
10.1051/0004-6361/201219601,13,10,2012,"['astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
10.1017/S1743921313002986,4,2,2012,"['astro-ph.SR', 'astro-ph.EP', 'astro-ph.IM']"
10.1093/mnras/stt005,9,16,2013,"['astro-ph.SR', 'astro-ph.EP', 'astro-ph.IM']"
10.1088/0004-637X/776/1/10,21,35,2013,"['astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
10.1051/0004-6361/201321315,23,4,2013,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.SR']"
10.1086/670940,6,24,2013,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.SR']"
10.1093/mnras/stt1191,3,14,2013,"['astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
10.1103/PhysRevE.87.053110,3,8,2013,"['physics.plasm-ph', 'astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
10.1093/mnras/stt1205,3,10,2013,"['astro-ph.SR', 'astro-ph.EP', 'astro-ph.IM']"
10.1093/mnras/stt894,5,9,2013,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.SR']"
10.1088/0004-637X/776/1/15,13,24,2013,"['astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
10.1088/0004-637X/777/2/165,2,7,2013,"['astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
10.1088/0004-637X/777/2/166,2,28,2013,"['astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
10.1088/2041-8205/772/2/L31,2,4,2017,"['astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
10.1016/j.ascom.2013.11.003,1,13,2013,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.SR']"
10.1117/12.2023929,6,9,2013,"['astro-ph.SR', 'astro-ph.EP', 'astro-ph.IM']"
10.1088/2041-8205/777/1/L6,5,14,2013,"['astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
10.1088/0004-637X/782/2/93,3,12,2014,"['astro-ph.SR', 'astro-ph.EP', 'astro-ph.IM']"
10.1088/0067-0049/209/1/7,6,10,2013,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.SR']"
10.1088/0004-637X/783/1/4,4,52,2014,"['astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
10.1088/2041-8205/780/2/L30,8,7,2013,"['astro-ph.SR', 'astro-ph.EP', 'astro-ph.IM']"
10.1051/0004-6361/201322746,3,8,2013,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.SR']"
10.1038/nature12955,12,17,2014,"['astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
10.3390/life4020142,6,32,2014,"['astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
10.1051/0004-6361/201323271,7,17,2014,"['astro-ph.SR', 'astro-ph.EP', 'astro-ph.IM']"
10.1073/pnas.1401816111,3,6,2014,"['astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']"
10.1051/0004-6361/201423750,1,11,2014,"['astro-ph.SR', 'astro-ph.EP', 'astro-ph.IM']"
10.1093/mnras/stu930,17,11,2014,"['astro-ph.SR', 'astro-ph.EP', 'astro-ph.IM']"
10.1117/12.2057297,14,14,2014,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.SR']"
10.1117/12.2057048,22,13,2014,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.SR']"
